StreetAddress,City,State,Zip,AUTO_UNIQUE_ID_2016-07-07_marky_r_dop_services,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType
3255 Wilshire Blvd,"Los Angeles,",CA,90010,207,USCGeocoder,23,1,4.1,,481dc104-7f71-4c83-af58-6b220327d835,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,3115.8989573717,ArealInterpolationGeometricCentroid,Parcel,98.6538461538,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0622348692,-118.2932673099,Relaxed,TwoThousandTen,44000,4472,31084,91750,0,31100,2002,2,2121.01,37,6,1,ResidenceStreetAddress
330 W. Maple Ave.,Monrovia,CA,91016,208,USCGeocoder,185,1,4.1,,9066be80-f044-4c03-b166-0c10bc6fd433,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1354.5995085957,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.1413436645,-118.0075611776,Exact,TwoThousandTen,48648,4472,31084,93510,0,31100,1012,1,4309.01,37,6,1,ResidenceStreetAddress
3320 Gilman Rd.,El Monte,CA,91732,209,USCGeocoder,67,1,4.1,,dfb55a1d-862a-4567-9111-b7fcb7dcce4d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1931.0889108907,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0618042201,-118.0099290214,Exact,TwoThousandTen,22230,4472,31084,93510,0,31100,1019,1,4333.02,37,6,1,ResidenceStreetAddress
333 E. Walnut Ave,Pasadena,CA,91101,210,USCGeocoder,102,1,4.1,,803b39cc-20a2-4b0d-95f9-08f9fc29090f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2774.4566448513,LinearInterpolationAddressRange,StreetSegment,94.0828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.1496217426,-118.1436893711,Relaxed,TwoThousandTen,56000,4472,31084,92400,0,31100,1005,1,4619.02,37,6,1,ResidenceStreetAddress
3350 Aerojet Ave,El Monte,CA,91731,211,USCGeocoder,9,1,4.1,,ec0fad50-a180-4447-a532-a2b3c2ffcb08,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,6363.7617145026,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0693733871,-118.0683196709,Relaxed;Soundex,TwoThousandTen,22230,4472,31084,93510,0,31100,2020,2,4331.01,37,6,1,ResidenceStreetAddress
340 N. Madison Ave.,Los Angeles,CA,90004,212,USCGeocoder,24,1,4.1,,e243f2d6-b56a-4825-a3a5-c2a5f1d1baa1,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,3485.6313414574,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0774727655,-118.2886154674,Relaxed,TwoThousandTen,44000,4472,31084,91750,0,31100,2010,2,1927,37,6,1,ResidenceStreetAddress
350 N. Garey Ave.,Pomona,CA,NA,213,USCGeocoder,51,1,4.1,,90dce199-cf49-4d7e-843a-e466f0683014,98,Unknown,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,423966.987,ArealInterpolationGeometricCentroid,State,100,FeatureClassBased,ReturnAll,,StateCentroid,,,0,37.2400490281,-119.5032355358,Exact,TwoThousandTen,,680,,92220,0,31460,3044,3,1.02,39,6,9,Missing
3505 N. Hart Ave,Rosemead,CA,91770,214,USCGeocoder,32,1,4.1,,57efb69f-d723-46cd-98d7-1cf9d94306b9,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,3781.3765508235,ArealInterpolationGeometricCentroid,Parcel,95.2662721893,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0728572419,-118.0692310987,Relaxed,TwoThousandTen,62896,4472,31084,93200,0,31100,2001,2,4329.01,37,6,1,ResidenceStreetAddress
3560 Santa Anita Ave,El Monte,CA,91731,215,USCGeocoder,37,1,4.1,,8cccdc7f-dfc7-48dd-b1a5-b193283a40fc,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8462.3496357475,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0734198016,-118.041832652,Exact,TwoThousandTen,22230,4472,31084,93510,0,31100,2019,2,4327,37,6,1,ResidenceStreetAddress
357 S. Westlake Ave.,Los Angeles,CA,NA,216,USCGeocoder,14,1,4.1,,8e52fc70-f464-443c-a750-821b53e25c76,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1726.4459942579,ArealInterpolationGeometricCentroid,Parcel,92.6035502959,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0611028413,-118.2727661827,Relaxed,TwoThousandTen,44000,4472,31084,91750,0,31100,2000,2,2089.03,37,6,1,ResidenceStreetAddress
360 E. Holt Ave.,Pomona,CA,NA,217,USCGeocoder,22,1,4.1,,70513540-6938-43df-b5aa-2fa1f6af91a8,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,711.0713365078,ArealInterpolationGeometricCentroid,Parcel,96.7455621302,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0621820467,-117.7444687482,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,1005,1,4088,37,6,1,ResidenceStreetAddress
360 W. 3rd St,Pomona,CA,91766,218,USCGeocoder,45,1,4.1,,d14c5c3a-ab16-4de9-a623-a94a094eaa67,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2316.4353399191,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0567669844,-117.7529412827,Exact,TwoThousandTen,58072,4472,31084,90810,0,31100,2031,2,4088,37,6,1,ResidenceStreetAddress
360 West 3rd St.,Pomona,CA,NA,219,USCGeocoder,62,1,4.1,,688d8b63-45d5-49e3-b3a5-f87acb9e1261,98,Unknown,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,423966.987,ArealInterpolationGeometricCentroid,State,100,FeatureClassBased,ReturnAll,,StateCentroid,,,0,37.2400490281,-119.5032355358,Exact,TwoThousandTen,,680,,92220,0,31460,3044,3,1.02,39,6,9,Missing
3629 Cypress Ave.,El Monte,CA,91731,220,USCGeocoder,114,1,4.1,,7e9f16df-9e4e-4d01-806e-4d4905d8594e,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2707.9022293841,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0740688184,-118.0305371136,Exact,TwoThousandTen,22230,4472,31084,93510,0,31100,2003,2,4327,37,6,1,ResidenceStreetAddress
3642 N. Garey Ave.,Pomona,CA,NA,221,USCGeocoder,65,1,4.1,,99225f73-f5a6-46e5-bd9a-1fb3907308b9,98,Unknown,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,423966.987,ArealInterpolationGeometricCentroid,State,100,FeatureClassBased,ReturnAll,,StateCentroid,,,0,37.2400490281,-119.5032355358,Exact,TwoThousandTen,,680,,92220,0,31460,3044,3,1.02,39,6,9,Missing
370 E Holt Ave,Pomona,CA,91767,222,USCGeocoder,14,1,4.1,,43a38db4-521a-4f85-ba42-30dcd3d1e82c,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,671.3681678772,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0621956601,-117.7442970625,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,1005,1,4088,37,6,1,ResidenceStreetAddress
3700 East Sierra Madre Blvd,Pasadena,CA,91104,223,USCGeocoder,127,1,4.1,,937f9840-98b0-47ea-b8fa-2fdd1ab078b2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,10619.1496622134,LinearInterpolationAddressRange,StreetSegment,96.0059171598,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.161636073,-118.0731789828,Relaxed,TwoThousandTen,56000,4472,31084,92400,0,31100,2000,2,4630,37,6,1,ResidenceStreetAddress
3701 Wilshire Blvd.,Los Angeles,CA,90010,224,USCGeocoder,30,1,4.1,,8a73454a-43a9-4085-aa18-34b57d5eb7c8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2612.6789722787,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0617970482,-118.3066075408,Exact,TwoThousandTen,44000,4472,31084,91750,0,31100,1005,1,2118.02,37,6,1,ResidenceStreetAddress
3739 North Monterey Ave,Baldwin Park,CA,91706,225,USCGeocoder,50,1,4.1,,965e823b-2d13-4a8c-a058-411985ffa647,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,7319.4254764915,ArealInterpolationGeometricCentroid,Parcel,94.2603550296,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0801169519,-117.9768353564,Relaxed,TwoThousandTen,3666,4472,31084,90810,0,31100,2001,2,4048.01,37,6,1,ResidenceStreetAddress
376 W. Huntington Dr.,Arcadia,CA,91007,226,USCGeocoder,119,1,4.1,,38f23e9e-ae71-446b-b891-c0e09923d005,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,11190.4868224114,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.1324353969,-118.0446333146,Exact,TwoThousandTen,2462,4472,31084,93510,0,31100,1015,1,4307.21,37,6,1,ResidenceStreetAddress
3881 S Western Ave,Los Angeles,CA,90062,227,USCGeocoder,32,1,4.1,,83b850c0-58cb-4a13-9d5f-7afd527bb4d5,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2332.7727417245,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0150548648,-118.3089932037,Exact,TwoThousandTen,44000,4472,31084,91750,0,31100,1007,1,2314,37,6,1,ResidenceStreetAddress
3940 Tiden Ave,Culver City,CA,90230,228,USCGeocoder,143,1,4.1,,06f776b3-de03-40b4-a395-924e340369eb,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,34.001758,-118.394799,Exact,TwoThousandTen,44000,4472,31084,91750,0,31100,4014,4,7027,37,6,4,ResidenceZIP
"4 Village Loop Road Pomona, CA 91766",Pomona,CA,91766,229,USCGeocoder,29,1,4.1,,6b44559c-a73b-4798-b262-6d937a913a39,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,2828.2134940922,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0317349446,-117.77262496,Relaxed;Soundex,TwoThousandTen,58072,4472,31084,90810,0,31100,3006,3,4033.18,37,6,1,ResidenceStreetAddress
400 Civic Center Plaza,Pomona,CA,91766,230,USCGeocoder,29,1,4.1,,d89e0152-3282-458b-9e14-19dca22456ec,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,3219.0924845934,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0543126251,-117.7527407401,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,2057,2,4088,37,6,1,ResidenceStreetAddress
401 E. Corto St.,Alhambra,CA,91801,231,USCGeocoder,110,1,4.1,,212758cd-f4bf-4070-8642-90fc5b3099ab,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3140.0910828956,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0905205648,-118.1182667159,Relaxed,TwoThousandTen,884,4472,31084,93200,0,31100,3002,3,4815,37,6,1,ResidenceStreetAddress
405 N. Azusa Ave,Azusa,CA,91702,232,USCGeocoder,28,1,4.1,,df40e05b-948d-407f-aeee-c5b32d92049d,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,9574.6310858888,ArealInterpolationGeometricCentroid,Parcel,94.2603550296,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.1157744292,-117.9083116746,Relaxed,TwoThousandTen,3386,4472,31084,90810,0,31100,4010,4,4044.02,37,6,1,ResidenceStreetAddress
415 W. Chestnut Ave.,Monrovia,CA,91016,233,USCGeocoder,16,1,4.1,,d84f6289-be4e-40de-9509-8b3a29729b29,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,801.0488497019,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.1428384182,-118.0081378351,Relaxed,TwoThousandTen,48648,4472,31084,93510,0,31100,1007,1,4309.01,37,6,1,ResidenceStreetAddress
415 W. Ocean Blvd.,Long Beach,CA,90802,234,USCGeocoder,15,1,4.1,,9641d535-be61-4ae9-83c3-816654ab535e,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,15341.7336375685,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,33.7679444415,-118.1971025196,Relaxed,TwoThousandTen,43000,4472,31084,91730,0,31100,2010,2,5760.01,37,6,1,ResidenceStreetAddress
417 S. Azusa Ave.,La Puente,CA,91744,235,USCGeocoder,124,1,4.1,,c8bc1a3c-b2df-4db7-8142-3c9d366f20a5,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,651.4256702506,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0154016304,-117.9216581127,Relaxed,TwoThousandTen,36490,4472,31084,90810,0,31100,1008,1,4081.38,37,6,1,ResidenceStreetAddress
420 N. Reservoir St.,Pomona,CA,91767,236,USCGeocoder,24,1,4.1,,a1cbb446-6c77-445c-8c2d-4ba8b4b0cecc,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,742.6307783872,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0620809498,-117.7325224023,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,3003,3,4027.02,37,6,1,ResidenceStreetAddress
420 S. Glendora Ave.,West Covina,CA,91790,237,USCGeocoder,80,1,4.1,,6b90ee76-0693-4b3a-a565-9ce233d666c0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2775.781490576,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0669443204,-117.9257242089,Exact,TwoThousandTen,84200,4472,31084,90810,0,31100,4008,4,4065,37,6,1,ResidenceStreetAddress
42011 4th Street,Lancaster,CA,93534,238,USCGeocoder,40,1,4.1,,9375ea86-92cd-4218-8e7b-2ba7f682dc3c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5138.0513267973,LinearInterpolationAddressRange,StreetSegment,93.6390532544,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.6460336967,-118.1232843274,Relaxed,TwoThousandTen,40130,4472,31084,92140,0,31100,1058,1,9005.04,37,6,1,ResidenceStreetAddress
4239 Maine Ave.,Baldwin Park,CA,91706,239,USCGeocoder,23,1,4.1,,a5a2118d-b5a7-4002-b1dc-2d27224b7e25,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3291.55765269,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0896636738,-117.9604881903,Exact,TwoThousandTen,3666,4472,31084,90810,0,31100,1008,1,4051.02,37,6,1,ResidenceStreetAddress
426 South Alexandria St.,Los Angeles,CA,90020,240,USCGeocoder,29,1,4.1,,f79ea2c2-291a-40da-b7a5-a7a3a5ea13f8,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,864.0255242437,ArealInterpolationGeometricCentroid,Parcel,93.4911242604,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0663050977,-118.2975457702,Relaxed,TwoThousandTen,44000,4472,31084,91750,0,31100,3000,3,2119.1,37,6,1,ResidenceStreetAddress
4316 Peck Rd.,El Monte,CA,91732,241,USCGeocoder,34,1,4.1,,bc1d8282-96b4-4388-925e-8cf92ff3fc7a,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,4200.7192679346,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0825914378,-118.0180338317,Relaxed,TwoThousandTen,22230,4472,31084,93510,0,31100,3005,3,4326.01,37,6,1,ResidenceStreetAddress
436 W. Fourth St.,Pomona,CA,NA,242,USCGeocoder,93,1,4.1,,d83ee975-e87a-43ff-8165-c3acbd940fcf,98,Unknown,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,423966.987,ArealInterpolationGeometricCentroid,State,100,FeatureClassBased,ReturnAll,,StateCentroid,,,0,37.2400490281,-119.5032355358,Exact,TwoThousandTen,,680,,92220,0,31460,3044,3,1.02,39,6,9,Missing
4368 Santa Anita Ave,El Monte,CA,91731,243,USCGeocoder,22,1,4.1,,d105f2b6-8770-48c1-b1aa-84e949832112,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2422.2296127202,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0857111672,-118.0293043937,Exact,TwoThousandTen,22230,4472,31084,93510,0,31100,3005,3,4324.02,37,6,1,ResidenceStreetAddress
437 W. San Bernardino Rd.,Covina,CA,91723,244,USCGeocoder,118,1,4.1,,e041b247-913d-4c60-a163-d90a9e5c3270,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2782.8185425072,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0897956493,-117.8977801578,Exact,TwoThousandTen,16742,4472,31084,90810,0,31100,1007,1,4061.01,37,6,1,ResidenceStreetAddress
444 E. Washington Blvd.,Pasadena,CA,91114,245,USCGeocoder,41,1,4.1,,03aa46bf-e150-4fa4-b3bb-8cd2af07f7d0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6102.4920726637,LinearInterpolationAddressRange,StreetSegment,92.0118343195,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.1688288227,-118.1411731988,Relaxed,TwoThousandTen,56000,4472,31084,92400,0,31100,3000,3,4621,37,6,1,ResidenceStreetAddress
444 East Washington Blvd,Pasadena,CA,91104,246,USCGeocoder,8,1,4.1,,cb5e012d-bbe7-470e-8103-42d9348e9a91,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6102.4920726637,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.1688288227,-118.1411731988,Exact,TwoThousandTen,56000,4472,31084,92400,0,31100,3000,3,4621,37,6,1,ResidenceStreetAddress
4501 Santa Anita Ave,El Monte,CA,91731,247,USCGeocoder,33,1,4.1,,f717d794-b7a9-46e0-af72-7eb6826c053f,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,834.7384995893,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0879458822,-118.0281245805,Relaxed,TwoThousandTen,22230,4472,31084,93510,0,31100,2003,2,4324.02,37,6,1,ResidenceStreetAddress
462 N. Indian Hill Blvd.,Claremont,CA,91711,248,USCGeocoder,106,1,4.1,,96b17cdd-3c33-416c-b1a8-70bd505b5e48,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1852.9284086768,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0985381989,-117.7196700264,Exact,TwoThousandTen,13756,4472,31084,90810,0,31100,1032,1,4019.02,37,6,1,ResidenceStreetAddress
464 E. Walnut St,Pasadena,CA,91101,249,USCGeocoder,44,1,4.1,,47d35ea2-04e0-4d68-a952-5919621b6bdd,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3215.1552649755,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.1494543591,-118.1409390433,Exact,TwoThousandTen,56000,4472,31084,92400,0,31100,2007,2,4622.02,37,6,1,ResidenceStreetAddress
464 W. Woodbury,Altadena,CA,91001,250,USCGeocoder,11,1,4.1,,94e6e009-93ad-42bc-a0bd-2622890eb804,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,5493.8819043559,ArealInterpolationGeometricCentroid,Parcel,93.4911242604,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.1824692382,-118.1606442296,Relaxed,TwoThousandTen,1290,4472,31084,92400,0,31100,3010,3,4610,37,6,1,ResidenceStreetAddress
4650 Sunset Blvd,Los Angeles,CA,90027,251,USCGeocoder,46,1,4.1,,fc30295a-5c8d-439b-a26d-3360ca0e6ffb,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4337.2469824911,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0980652979,-118.2906898134,Exact,TwoThousandTen,44000,4472,31084,91750,0,31100,2003,2,1913.02,37,6,1,ResidenceStreetAddress
4740 North Grand Ave,Covina,CA,91723,252,USCGeocoder,68,1,4.1,,4c8b77e1-7880-491b-81fb-9bf78262bf0c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,34.087728,-117.886449,Exact,TwoThousandTen,16742,4472,31084,90810,0,31100,2025,2,4061.01,37,6,4,ResidenceZIP
480 W. Monterey St.,Pomona,CA,91768,253,USCGeocoder,42,1,4.1,,23225532-221b-4f50-98c5-0b05f3187bb2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2329.2715452532,LinearInterpolationAddressRange,StreetSegment,94.0828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0603066893,-117.756368944,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,2012,2,4088,37,6,1,ResidenceStreetAddress
490 E. La Verne Ave.,Pomona,CA,91767,254,USCGeocoder,20,1,4.1,,24a6f1d7-ae9c-4126-a2f9-b3e3e4da4c0d,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,11411.9544823534,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0804763479,-117.7435261251,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,3000,3,4021.02,37,6,1,ResidenceStreetAddress
500 W. Temple St.,Los Angeles,CA,90012,255,USCGeocoder,88,1,4.1,,73e7c76c-7f29-4af6-b7a8-3acd1b0a091c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5514.937926027,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0564333664,-118.2445549859,Exact,TwoThousandTen,44000,4472,31084,91750,0,31100,1016,1,2074,37,6,1,ResidenceStreetAddress
505 S. Garey Ave.,Pomona,CA,NA,256,USCGeocoder,66,1,4.1,,e3a2dde3-f220-4073-97f2-3c92e47b75fb,98,Unknown,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,423966.987,ArealInterpolationGeometricCentroid,State,100,FeatureClassBased,ReturnAll,,StateCentroid,,,0,37.2400490281,-119.5032355358,Exact,TwoThousandTen,,680,,92220,0,31460,3044,3,1.02,39,6,9,Missing
506 S. Main Street,Los Angeles,CA,90013,257,USCGeocoder,35,1,4.1,,562cd9fb-5632-45a2-9037-2497d21dd8fd,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4674.4840679569,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0464308409,-118.2486527516,Exact,TwoThousandTen,44000,4472,31084,91750,0,31100,1002,1,2073.02,37,6,1,ResidenceStreetAddress
510 W. Monterey Ave,Pomona,CA,91768,258,USCGeocoder,24,1,4.1,,3c440077-6c61-413b-af6d-e88067431b80,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2286.8891317877,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0602923762,-117.7569587216,Exact,TwoThousandTen,58072,4472,31084,90810,0,31100,2013,2,4088,37,6,1,ResidenceStreetAddress
